208,50,257,70,1,0,NaN,0
1253,8,132,32,2,0,NaN,0
1179,66,204,42,3,0,NaN,0
232,194,344,202,4,708,708,1
622,138,770,290,5,1098,366,3
188,430,1200,44,6,0,NaN,0
1144,500,204,36,8,0,NaN,0
1358,500,204,36,9,0,NaN,0
1014,558,134,134,50,4482,448.2,10
1154,558,216,138,51,7914,879.33,9
1014,712,348,106,52,4880,697.14,7
1014,836,134,134,53,1232,410.67,3
1154,836,216,138,54,2652,884,3
1014,970,348,66,55,1210,403.33,3
1014,1056,134,134,56,6176,411.73,15
1154,1056,216,138,57,12748,849.87,15
1014,1194,348,82,58,9044,1004.9,9
188,1484,1200,92,7,0,NaN,0
212,504,730,36,59,716,358,2
212,552,230,32,216,5816,727,8
212,592,194,32,217,758,379,2
212,630,774,66,218,39870,1423.9,28
212,738,570,30,219,3982,796.4,5
212,776,60,56,220,454,454,1
276,776,540,60,221,7350,735,10
212,852,60,56,222,772,386,2
276,852,540,60,223,7856,714.18,11
212,924,60,56,224,714,357,2
276,924,540,60,225,7432,530.86,14
212,996,60,56,226,0,NaN,0
276,996,540,60,227,3590,598.33,6
212,1068,60,56,228,300,300,1
276,1068,540,60,229,3660,610,6
212,1142,60,56,230,0,NaN,0
276,1142,540,60,231,3384,483.43,7
212,1214,60,56,232,0,NaN,0
276,1214,540,60,233,4234,470.44,9
212,1286,60,56,234,0,NaN,0
276,1286,540,60,235,5616,432,13
212,1360,60,56,236,0,NaN,0
276,1360,540,60,237,10550,659.38,16
