208,50,257,70,1,0,NaN,0
1253,8,132,32,2,0,NaN,0
1179,66,204,42,3,0,NaN,0
232,194,344,202,4,0,NaN,0
622,138,770,290,5,928,309.33,3
188,430,1200,44,6,0,NaN,0
1144,500,204,36,8,0,NaN,0
1358,500,204,36,9,0,NaN,0
1014,558,134,134,50,1890,378,5
1154,558,216,138,51,1720,573.33,3
1014,712,348,106,52,1466,488.67,3
1014,836,134,134,53,1754,438.5,4
1154,836,216,138,54,0,NaN,0
1014,970,348,66,55,0,NaN,0
1014,1056,134,134,56,1428,476,3
1154,1056,216,138,57,1278,1278,1
1014,1194,348,82,58,0,NaN,0
188,3158,1200,92,7,336,336,1
212,504,730,36,59,3218,536.33,6
212,550,766,278,245,2.5459e+05,2157.6,118
212,884,670,32,246,1084,361.33,3
212,916,738,206,247,70252,709.62,99
212,1336,738,22,248,7190,513.57,14
212,1442,670,32,249,1824,456,4
212,1472,738,206,250,87330,1364.5,64
212,1686,738,22,251,0,NaN,0
212,1772,670,32,252,1058,352.67,3
212,1802,738,206,253,1.0274e+05,1834.6,56
212,2014,738,22,254,0,NaN,0
212,2104,670,32,255,748,374,2
212,2134,738,206,256,28178,782.72,36
212,2346,738,22,257,336,336,1
212,2432,670,32,258,710,355,2
212,2464,738,206,259,23910,853.93,28
212,2676,738,22,260,0,NaN,0
212,2766,670,32,261,778,389,2
212,2796,738,206,262,1.6604e+05,2478.2,67
212,3006,738,22,263,0,NaN,0
212,3090,466,48,71,0,NaN,0
812,3090,162,50,72,542,542,1
