208,50,257,70,1,0,NaN,0
1253,8,132,32,2,0,NaN,0
1179,66,204,42,3,0,NaN,0
232,194,344,202,4,3040,380,8
622,138,770,290,5,1304,434.67,3
188,430,1200,44,6,3684,921,4
1144,500,204,36,8,0,NaN,0
1358,500,204,36,9,0,NaN,0
1014,558,134,134,50,9494,452.1,21
1154,558,216,138,51,27650,1024.1,27
1014,712,348,106,52,11816,1181.6,10
1014,836,134,134,53,5586,429.69,13
1154,836,216,138,54,28936,933.42,31
1014,970,348,66,55,2986,597.2,5
1014,1056,134,134,56,6362,424.13,15
1154,1056,216,138,57,27510,948.62,29
1014,1194,348,82,58,10166,1129.6,9
188,1298,1200,92,7,4934,704.86,7
212,504,730,36,59,326,326,1
212,548,732,48,96,22200,716.13,31
212,614,84,96,97,0,NaN,0
212,722,84,96,98,0,NaN,0
212,826,84,96,99,0,NaN,0
212,934,84,96,100,0,NaN,0
212,1036,84,96,101,468,468,1
212,1140,84,96,102,444,444,1
